iteration,time_ms
1,230.480
2,239.174
3,232.945
4,235.687
5,1328.994
6,3027.594
7,235.683
8,591.787
9,327.328
10,235.702
11,244.811
12,234.815
13,231.361
14,233.994
15,238.197
16,333.965
17,1237.725
18,239.380
19,462.899
20,246.620
21,235.393
22,528.556
23,460.146
24,331.369
25,237.259
26,237.777
27,230.400
28,627.467
29,329.548
30,229.949
31,602.158
32,233.480
33,695.985
34,338.065
35,234.855
36,236.789
37,337.137
38,1245.434
39,455.346
40,234.994
41,239.356
42,235.808
43,333.202
44,239.602
45,233.353
46,238.171
47,231.672
48,237.577
49,234.140
50,233.451
51,232.831
52,256.721
53,234.356
54,604.459
55,235.182
56,236.933
57,234.241
58,325.615
59,236.598
60,230.448
61,241.041
62,592.952
63,232.806
64,228.702
65,329.239
66,234.259
67,238.336
68,234.451
69,234.863
70,240.985
71,1365.228
72,241.599
73,488.590
74,243.601
75,5991.327
76,1618.239
77,234.248
78,235.876
79,237.688
80,235.364
81,242.717
82,243.770
83,338.913
84,237.166
85,234.281
86,240.186
87,233.530
88,239.628
89,462.989
90,239.140
91,234.632
92,241.197
93,232.894
94,233.966
95,237.839
96,235.866
97,235.743
98,233.594
99,338.110
100,235.756
101,236.518
102,1249.697
103,235.970
104,233.742
105,231.127
106,235.576
107,233.282
108,232.046
109,235.842
110,234.008
111,237.915
112,238.045
113,235.519
114,235.574
115,662.779
116,232.392
117,1313.145
118,236.607
119,236.503
120,236.257
121,616.999
122,233.724
123,234.592
124,332.511
125,234.320
126,234.163
127,237.113
128,238.796
129,236.169
130,330.539
131,234.361
132,236.324
133,235.713
134,232.245
135,233.960
136,235.662
137,1425.827
138,245.048
139,236.934
140,233.489
141,237.959
142,232.529
143,235.945
144,235.616
145,241.459
146,234.755
147,233.677
148,242.469
149,238.194
150,327.489
151,236.555
152,232.782
153,232.996
154,326.614
155,236.394
156,238.514
157,331.742
158,236.155
159,1238.966
160,238.689
161,235.967
162,236.938
163,234.056
164,240.542
165,235.896
166,234.357
167,238.012
168,238.534
169,232.875
170,595.707
171,235.658
172,1018.387
173,234.412
174,236.627
175,232.827
176,233.159
177,1235.493
178,684.519
179,233.672
180,232.453
181,229.985
182,237.822
183,236.855
184,695.982
185,238.335
186,334.223
187,235.844
188,238.658
189,233.755
190,1359.171
191,233.921
192,239.264
193,230.458
194,236.064
195,238.733
196,234.914
197,233.840
198,236.797
199,230.640
200,236.541
201,454.733
202,233.511
203,233.977
204,234.944
205,237.439
206,234.706
207,241.242
208,236.370
209,461.021
210,1323.341
211,237.983
212,236.591
213,233.707
214,239.627
215,1317.460
216,233.340
217,231.200
218,236.132
219,233.120
220,1967.147
221,343.238
222,235.483
223,231.734
224,233.251
225,232.321
226,234.912
227,237.804
228,233.013
229,232.158
230,230.481
231,333.299
232,1250.726
233,235.373
234,234.716
235,232.531
236,453.975
237,233.262
238,238.730
239,236.489
240,235.754
241,232.568
242,240.305
243,236.024
244,327.914
245,332.167
246,236.294
247,232.769
248,232.498
249,235.089
250,233.475
251,236.884
252,233.997
253,237.851
254,235.329
255,231.885
256,237.484
257,232.056
258,239.024
259,591.454
260,236.637
261,242.105
262,235.697
263,236.477
264,235.304
265,335.578
266,1349.927
267,1780.826
268,239.032
269,237.614
270,239.343
271,328.711
272,234.072
273,1624.777
274,238.826
275,235.775
276,1273.656
277,342.022
278,233.003
279,237.547
280,234.397
281,232.885
282,1250.019
283,235.358
284,234.434
285,237.060
286,235.085
287,238.212
288,325.312
289,613.562
290,330.030
291,239.342
292,1235.707
293,244.029
294,233.336
295,240.825
296,242.122
297,239.831
298,241.409
299,237.843
300,258.365
301,275.989
302,249.450
303,240.283
304,238.656
305,243.338
306,245.456
307,249.562
308,236.160
309,246.987
310,241.272
311,243.409
312,245.620
313,237.954
314,238.910
315,250.337
316,244.791
317,239.657
318,250.115
319,246.643
320,243.851
321,239.331
322,239.600
323,239.825
324,240.180
325,245.925
326,346.835
327,246.736
328,235.251
329,246.989
330,249.336
331,252.189
332,249.149
333,825.364
334,243.661
335,235.279
336,239.957
337,244.555
338,1242.686
339,253.546
340,250.960
341,235.142
342,235.048
343,243.674
344,805.504
345,240.094
346,245.868
347,233.100
348,239.215
349,238.713
350,244.654
351,236.398
352,241.548
353,245.696
354,250.351
355,245.817
356,332.899
357,242.024
358,245.739
359,235.920
360,238.383
361,233.710
362,236.941
363,246.612
364,241.124
365,237.976
366,600.759
367,241.530
368,246.708
369,235.384
370,243.187
371,237.496
372,474.024
373,246.182
374,246.306
375,248.254
376,242.856
377,248.920
378,265.735
379,617.815
380,252.008
381,253.908
382,238.762
383,1328.670
384,337.726
385,246.128
386,344.509
387,273.291
388,242.310
389,242.486
390,244.624
391,241.155
392,241.656
393,246.168
394,236.291
395,257.549
396,247.873
397,251.007
398,1255.338
399,404.245
400,337.183
401,330.842
402,237.775
403,416.391
404,267.645
405,259.031
406,248.551
407,242.747
408,341.566
409,768.388
410,241.973
411,233.059
412,237.693
413,241.655
414,243.790
415,556.002
416,234.224
417,340.538
418,245.445
419,244.750
420,240.669
421,241.812
422,241.847
423,237.329
424,239.453
425,243.000
426,242.375
427,243.621
428,710.294
429,245.353
430,697.110
431,274.206
432,257.947
433,377.043
434,255.074
435,1380.206
436,268.557
437,241.571
438,249.922
439,1236.960
440,249.125
441,241.539
442,240.760
443,244.300
444,243.406
445,244.836
446,339.499
447,247.471
448,243.334
449,247.141
450,237.840
451,247.978
452,243.269
453,246.107
454,338.090
455,240.691
456,242.097
457,241.630
458,248.814
459,240.741
460,241.952
461,242.777
462,244.826
463,333.142
464,360.603
465,717.956
466,268.798
467,1249.414
468,248.578
469,248.920
470,237.371
471,1359.200
472,243.737
473,245.779
474,240.062
475,238.228
476,239.895
477,344.870
478,235.159
479,339.655
480,460.249
481,1236.866
482,239.530
483,462.632
484,240.485
485,240.976
486,238.679
487,242.169
488,247.553
489,245.580
490,791.567
491,246.419
492,684.163
493,769.493
494,232.188
495,246.044
496,341.588
497,247.938
498,241.467
499,237.359
500,338.780
